firm_id,quarter,year,qtr,gscpi,sc_intensity,ccc_days,dio,dso,dpo,assets_bil,revenue_bil,rev_growth,roa,leverage
F00054,2024Q1,2024,1,-0.01,0.087,52.34,82.15,37.91,66.45,0,0,0,0,0
F00054,2024Q2,2024,2,-0.02,0.087,65.45,68.44,49.72,56.48,0,0,0,0,0
F00054,2024Q3,2024,3,0.43,0.087,26.34,65.73,41.72,78.79,0,0,0,0,0
F00054,2024Q4,2024,4,-0.31,0.087,68.14,71.88,61.92,66.11,0,0,0,0,0
F00055,2014Q1,2014,1,0.32,0.092,9.81,56.57,43.47,92.06,0,0,0,0,0
F00055,2014Q2,2014,2,0.09,0.092,51.71,78.2,50.6,76.43,0,0,0,0,0
F00055,2014Q3,2014,3,-0.31,0.092,41.92,69.75,44.49,70.39,0,0,0,0,0
F00055,2014Q4,2014,4,-0.18,0.092,17.65,50.43,39.1,69.68,0,0,0,0,0
F00055,2015Q1,2015,1,-0.03,0.092,52.21,81.56,35.83,62.41,0,0,0,0,0
F00055,2015Q2,2015,2,0.17,0.092,71.76,79.5,32.88,40.74,0,0,0,0,0
F00055,2015Q3,2015,3,-0.06,0.092,59.75,74.87,51.14,67.1,0,0,0,0,0
F00055,2015Q4,2015,4,0.17,0.092,38.06,73.09,46.78,81.38,0,0,0,0,0
F00055,2016Q1,2016,1,0.27,0.092,36.31,55.87,55.68,76.39,0,0,0,0,0
F00055,2016Q2,2016,2,-0.14,0.092,24.51,61.86,48.86,85.25,0,0,0,0,0
F00055,2016Q3,2016,3,-0.17,0.092,62.47,80.11,34.29,53.89,0,0,0,0,0
F00055,2016Q4,2016,4,0.11,0.092,69.01,80.1,42.3,51.91,0,0,0,0,0
F00055,2017Q1,2017,1,-0.22,0.092,71.97,100.71,45.5,75.41,0,0,0,0,0
F00055,2017Q2,2017,2,-0.2,0.092,63.83,74.08,48.58,61.09,0,0,0,0,0
F00055,2017Q3,2017,3,-0.09,0.092,42.29,71.36,42.48,71.48,0,0,0,0,0
F00055,2017Q4,2017,4,0.56,0.092,67.97,76.99,38.71,43.34,0,0,0,0,0
F00055,2018Q1,2018,1,0.2,0.092,27.53,48.29,37.13,57.91,0,0,0,0,0
F00055,2018Q2,2018,2,0.43,0.092,80.92,77.99,49.69,50.56,0,0,0,0,0
F00055,2018Q3,2018,3,-0.12,0.092,45.19,68.28,40.22,63.85,0,0,0,0,0
F00055,2018Q4,2018,4,-0.14,0.092,29.35,75.3,40.61,83.45,0,0,0,0,0
F00055,2019Q1,2019,1,0.21,0.092,62.74,77.55,51.33,64.24,0,0,0,0,0
F00055,2019Q2,2019,2,-0.2,0.092,56.65,71.21,52.43,65.95,0,0,0,0,0
F00055,2019Q3,2019,3,-0.22,0.092,47.38,39.38,47.42,41.62,0,0,0,0,0
F00055,2019Q4,2019,4,-0.44,0.092,35.66,58.36,54.24,76.88,0,0,0,0,0
F00055,2020Q1,2020,1,1.65,0.092,70.75,69.93,61.94,60.52,0,0,0,0,0
F00055,2020Q2,2020,2,2.57,0.092,45.34,67.64,41.07,63.07,0,0,0,0,0
F00055,2020Q3,2020,3,2.65,0.092,-3.28,34.46,38.73,78.2,0,0,0,0,0
F00055,2020Q4,2020,4,2.43,0.092,105.93,109.41,33.59,39.23,0,0,0,0,0
F00055,2021Q1,2021,1,3.71,0.092,64.01,60.91,55.01,54.28,0,0,0,0,0
F00055,2021Q2,2021,2,3.8,0.092,40.52,72.09,46.88,79.97,0,0,0,0,0
F00055,2021Q3,2021,3,3.96,0.092,12.35,67.46,25.98,80.88,0,0,0,0,0
F00055,2021Q4,2021,4,4.07,0.092,60.37,81.37,40.98,60.36,0,0,0,0,0
F00055,2022Q1,2022,1,4.25,0.092,25.55,67.28,28.23,70.38,0,0,0,0,0
F00055,2022Q2,2022,2,3.9,0.092,62.36,65.08,57.35,59.19,0,0,0,0,0
F00055,2022Q3,2022,3,3.34,0.092,30.69,60.56,59.91,87.68,0,0,0,0,0
F00055,2022Q4,2022,4,3.42,0.092,34.66,60.6,45.55,71.6,0,0,0,0,0
F00055,2023Q1,2023,1,0.29,0.092,51.72,67.99,51.54,67.26,0,0,0,0,0
F00055,2023Q2,2023,2,0.37,0.092,33.61,67.93,42.38,76.66,0,0,0,0,0
F00055,2023Q3,2023,3,-0.51,0.092,37.52,69.55,44.93,76.14,0,0,0,0,0
F00055,2023Q4,2023,4,-0.21,0.092,90.28,99.05,38.05,47.3,0,0,0,0,0
F00055,2024Q1,2024,1,-0.01,0.092,13.23,75.26,41.56,104.47,0,0,0,0,0
F00055,2024Q2,2024,2,-0.02,0.092,67.77,88.8,49.92,69.1,0,0,0,0,0
F00055,2024Q3,2024,3,0.43,0.092,69.32,73.13,49.65,48.84,0,0,0,0,0
F00055,2024Q4,2024,4,-0.31,0.092,67.44,88.31,50.08,70.4,0,0,0,0,0
F00056,2014Q1,2014,1,0.32,0.148,34.86,49.76,40.54,57.81,0,0,0,0,0
F00056,2014Q2,2014,2,0.09,0.148,33.24,66.09,40.2,74.97,0,0,0,0,0
F00056,2014Q3,2014,3,-0.31,0.148,65.49,68.0,48.21,49.58,0,0,0,0,0
F00056,2014Q4,2014,4,-0.18,0.148,23.17,56.03,42.79,74.15,0,0,0,0,0
F00056,2015Q1,2015,1,-0.03,0.148,82.21,80.44,51.61,54.14,0,0,0,0,0
F00056,2015Q2,2015,2,0.17,0.148,50.09,66.38,36.39,53.6,0,0,0,0,0
F00056,2015Q3,2015,3,-0.06,0.148,74.31,67.0,46.01,36.88,0,0,0,0,0
F00056,2015Q4,2015,4,0.17,0.148,41.34,48.16,51.54,57.23,0,0,0,0,0
F00056,2016Q1,2016,1,0.27,0.148,52.65,71.32,54.79,75.25,0,0,0,0,0
F00056,2016Q2,2016,2,-0.14,0.148,33.48,58.55,42.33,65.4,0,0,0,0,0
F00056,2016Q3,2016,3,-0.17,0.148,36.7,68.66,45.5,73.65,0,0,0,0,0
F00056,2016Q4,2016,4,0.11,0.148,26.18,65.34,45.75,86.18,0,0,0,0,0
F00056,2017Q1,2017,1,-0.22,0.148,29.04,62.05,39.17,73.14,0,0,0,0,0
F00056,2017Q2,2017,2,-0.2,0.148,20.41,56.63,45.83,83.29,0,0,0,0,0
F00056,2017Q3,2017,3,-0.09,0.148,19.84,58.75,33.33,72.68,0,0,0,0,0
F00056,2017Q4,2017,4,0.56,0.148,86.02,86.21,55.79,56.02,0,0,0,0,0
F00056,2018Q1,2018,1,0.2,0.148,28.4,57.15,31.19,61.58,0,0,0,0,0
F00056,2018Q2,2018,2,0.43,0.148,71.62,72.48,45.28,46.43,0,0,0,0,0
F00056,2018Q3,2018,3,-0.12,0.148,54.37,70.1,45.04,60.16,0,0,0,0,0
F00056,2018Q4,2018,4,-0.14,0.148,84.42,78.32,48.09,42.61,0,0,0,0,0
F00056,2019Q1,2019,1,0.21,0.148,39.49,65.61,46.1,73.64,0,0,0,0,0
F00056,2019Q2,2019,2,-0.2,0.148,65.68,97.63,43.39,73.23,0,0,0,0,0
F00056,2019Q3,2019,3,-0.22,0.148,36.3,79.88,34.11,75.54,0,0,0,0,0
F00056,2019Q4,2019,4,-0.44,0.148,29.82,50.57,49.69,73.83,0,0,0,0,0
F00056,2020Q1,2020,1,1.65,0.148,44.75,67.93,42.23,62.89,0,0,0,0,0
F00056,2020Q2,2020,2,2.57,0.148,58.08,62.35,48.04,47.92,0,0,0,0,0
F00056,2020Q3,2020,3,2.65,0.148,53.63,52.53,47.64,48.49,0,0,0,0,0
F00056,2020Q4,2020,4,2.43,0.148,78.38,86.54,52.13,60.51,0,0,0,0,0
F00056,2021Q1,2021,1,3.71,0.148,36.68,58.04,50.71,72.2,0,0,0,0,0
F00056,2021Q2,2021,2,3.8,0.148,32.29,57.41,34.66,59.38,0,0,0,0,0
F00056,2021Q3,2021,3,3.96,0.148,103.74,109.24,36.85,42.99,0,0,0,0,0
F00056,2021Q4,2021,4,4.07,0.148,96.88,70.18,70.57,46.95,0,0,0,0,0
F00056,2022Q1,2022,1,4.25,0.148,51.74,63.76,48.25,58.36,0,0,0,0,0
F00056,2022Q2,2022,2,3.9,0.148,101.96,97.25,52.61,50.46,0,0,0,0,0
F00056,2022Q3,2022,3,3.34,0.148,55.65,63.36,58.41,64.54,0,0,0,0,0
F00056,2022Q4,2022,4,3.42,0.148,79.62,77.16,40.96,41.26,0,0,0,0,0
F00056,2023Q1,2023,1,0.29,0.148,53.75,61.6,39.08,47.44,0,0,0,0,0
F00056,2023Q2,2023,2,0.37,0.148,7.59,40.16,36.87,67.03,0,0,0,0,0
F00056,2023Q3,2023,3,-0.51,0.148,53.09,79.12,50.14,75.66,0,0,0,0,0
F00056,2023Q4,2023,4,-0.21,0.148,11.8,58.72,39.53,87.53,0,0,0,0,0
F00056,2024Q1,2024,1,-0.01,0.148,37.58,73.65,48.03,86.99,0,0,0,0,0
F00056,2024Q2,2024,2,-0.02,0.148,4.84,44.94,47.0,86.67,0,0,0,0,0
F00056,2024Q3,2024,3,0.43,0.148,37.69,69.57,39.5,70.65,0,0,0,0,0
F00056,2024Q4,2024,4,-0.31,0.148,65.44,89.65,36.6,61.16,0,0,0,0,0
F00057,2014Q1,2014,1,0.32,0.1,52.14,65.79,47.03,60.91,0,0,0,0,0
F00057,2014Q2,2014,2,0.09,0.1,61.25,49.75,54.86,42.01,0,0,0,0,0
F00057,2014Q3,2014,3,-0.31,0.1,27.49,90.95,27.75,90.03,0,0,0,0,0
F00057,2014Q4,2014,4,-0.18,0.1,32.22,65.52,44.87,77.87,0,0,0,0,0
F00057,2015Q1,2015,1,-0.03,0.1,49.23,79.8,52.7,83.73,0,0,0,0,0
F00057,2015Q2,2015,2,0.17,0.1,39.31,61.16,35.33,56.53,0,0,0,0,0
F00057,2015Q3,2015,3,-0.06,0.1,69.71,61.17,51.23,41.4,0,0,0,0,0
F00057,2015Q4,2015,4,0.17,0.1,62.1,82.17,42.18,63.53,0,0,0,0,0
F00057,2016Q1,2016,1,0.27,0.1,88.29,92.78,54.94,55.66,0,0,0,0,0
F00057,2016Q2,2016,2,-0.14,0.1,46.64,70.68,36.81,59.18,0,0,0,0,0
F00057,2016Q3,2016,3,-0.17,0.1,66.9,86.68,40.94,62.64,0,0,0,0,0
F00057,2016Q4,2016,4,0.11,0.1,54.53,76.69,42.9,68.14,0,0,0,0,0
F00057,2017Q1,2017,1,-0.22,0.1,55.75,82.35,43.8,70.74,0,0,0,0,0
F00057,2017Q2,2017,2,-0.2,0.1,64.17,90.2,42.23,72.47,0,0,0,0,0
F00057,2017Q3,2017,3,-0.09,0.1,22.52,57.64,44.89,83.71,0,0,0,0,0
F00057,2017Q4,2017,4,0.56,0.1,65.03,83.59,48.54,63.61,0,0,0,0,0
F00057,2018Q1,2018,1,0.2,0.1,51.17,56.96,53.73,58.97,0,0,0,0,0
F00057,2018Q2,2018,2,0.43,0.1,54.35,73.81,44.09,59.15,0,0,0,0,0
F00057,2018Q3,2018,3,-0.12,0.1,52.14,76.07,44.84,67.95,0,0,0,0,0
F00057,2018Q4,2018,4,-0.14,0.1,37.04,79.92,38.11,82.6,0,0,0,0,0
F00057,2019Q1,2019,1,0.21,0.1,88.36,84.87,43.33,37.72,0,0,0,0,0
F00057,2019Q2,2019,2,-0.2,0.1,23.4,43.67,45.28,69.65,0,0,0,0,0
F00057,2019Q3,2019,3,-0.22,0.1,60.66,59.57,41.04,45.44,0,0,0,0,0
F00057,2019Q4,2019,4,-0.44,0.1,73.97,79.31,55.27,59.98,0,0,0,0,0
F00057,2020Q1,2020,1,1.65,0.1,42.4,68.98,27.96,54.46,0,0,0,0,0
F00057,2020Q2,2020,2,2.57,0.1,67.95,78.97,56.34,66.11,0,0,0,0,0
F00057,2020Q3,2020,3,2.65,0.1,19.31,61.85,41.99,84.94,0,0,0,0,0
F00057,2020Q4,2020,4,2.43,0.1,64.55,73.82,59.91,70.11,0,0,0,0,0
F00057,2021Q1,2021,1,3.71,0.1,66.95,59.5,55.7,48.06,0,0,0,0,0
F00057,2021Q2,2021,2,3.8,0.1,49.57,57.87,60.94,68.54,0,0,0,0,0
F00057,2021Q3,2021,3,3.96,0.1,37.74,62.16,44.26,64.73,0,0,0,0,0
F00057,2021Q4,2021,4,4.07,0.1,85.61,89.48,55.87,60.49,0,0,0,0,0
F00057,2022Q1,2022,1,4.25,0.1,80.63,92.72,53.83,64.7,0,0,0,0,0
F00057,2022Q2,2022,2,3.9,0.1,83.12,71.33,47.85,36.76,0,0,0,0,0
F00057,2022Q3,2022,3,3.34,0.1,43.44,57.29,49.06,62.21,0,0,0,0,0
F00057,2022Q4,2022,4,3.42,0.1,35.72,49.2,51.43,65.16,0,0,0,0,0
F00057,2023Q1,2023,1,0.29,0.1,34.08,74.59,38.39,78.96,0,0,0,0,0
F00057,2023Q2,2023,2,0.37,0.1,65.6,83.13,38.12,56.23,0,0,0,0,0
F00057,2023Q3,2023,3,-0.51,0.1,35.87,74.17,44.99,80.03,0,0,0,0,0
F00057,2023Q4,2023,4,-0.21,0.1,19.45,70.78,33.94,85.86,0,0,0,0,0
F00057,2024Q1,2024,1,-0.01,0.1,93.03,93.29,57.99,57.48,0,0,0,0,0
F00057,2024Q2,2024,2,-0.02,0.1,65.67,91.06,38.78,63.41,0,0,0,0,0
F00057,2024Q3,2024,3,0.43,0.1,41.52,53.97,61.55,73.23,0,0,0,0,0
F00057,2024Q4,2024,4,-0.31,0.1,24.49,49.89,44.0,72.95,0,0,0,0,0
F00058,2014Q1,2014,1,0.32,0.198,66.21,73.59,58.32,67.57,0,0,0,0,0
F00058,2014Q2,2014,2,0.09,0.198,30.79,73.52,41.02,83.33,0,0,0,0,0
F00058,2014Q3,2014,3,-0.31,0.198,24.1,60.3,37.89,75.63,0,0,0,0,0
F00058,2014Q4,2014,4,-0.18,0.198,82.48,81.83,46.36,48.21,0,0,0,0,0
F00058,2015Q1,2015,1,-0.03,0.198,73.08,80.46,48.28,54.17,0,0,0,0,0
F00058,2015Q2,2015,2,0.17,0.198,46.76,79.93,39.15,72.69,0,0,0,0,0
F00058,2015Q3,2015,3,-0.06,0.198,55.02,76.38,52.79,74.69,0,0,0,0,0
F00058,2015Q4,2015,4,0.17,0.198,19.5,56.91,43.23,81.08,0,0,0,0,0
F00058,2016Q1,2016,1,0.27,0.198,45.95,97.06,33.96,83.07,0,0,0,0,0
F00058,2016Q2,2016,2,-0.14,0.198,36.85,48.77,37.72,52.8,0,0,0,0,0
F00058,2016Q3,2016,3,-0.17,0.198,38.21,55.5,48.4,62.45,0,0,0,0,0
F00058,2016Q4,2016,4,0.11,0.198,75.18,76.95,46.44,50.28,0,0,0,0,0
F00058,2017Q1,2017,1,-0.22,0.198,9.56,57.03,30.77,77.39,0,0,0,0,0
F00058,2017Q2,2017,2,-0.2,0.198,34.93,52.55,40.43,57.9,0,0,0,0,0
F00058,2017Q3,2017,3,-0.09,0.198,34.59,51.77,53.98,70.68,0,0,0,0,0
F00058,2017Q4,2017,4,0.56,0.198,74.95,97.78,46.81,69.39,0,0,0,0,0
F00058,2018Q1,2018,1,0.2,0.198,68.69,70.37,55.17,58.56,0,0,0,0,0
F00058,2018Q2,2018,2,0.43,0.198,44.18,60.14,40.31,53.34,0,0,0,0,0
F00058,2018Q3,2018,3,-0.12,0.198,38.19,77.59,34.83,76.05,0,0,0,0,0
F00058,2018Q4,2018,4,-0.14,0.198,46.81,64.93,50.66,70.79,0,0,0,0,0
F00058,2019Q1,2019,1,0.21,0.198,24.49,54.75,48.47,78.25,0,0,0,0,0
F00058,2019Q2,2019,2,-0.2,0.198,26.46,75.87,40.35,91.47,0,0,0,0,0
F00058,2019Q3,2019,3,-0.22,0.198,59.8,66.59,55.83,63.29,0,0,0,0,0
F00058,2019Q4,2019,4,-0.44,0.198,81.18,80.91,57.33,61.04,0,0,0,0,0
F00058,2020Q1,2020,1,1.65,0.198,70.62,87.72,54.41,73.73,0,0,0,0,0
F00058,2020Q2,2020,2,2.57,0.198,50.02,81.67,48.26,80.64,0,0,0,0,0
F00058,2020Q3,2020,3,2.65,0.198,45.97,87.42,39.03,81.3,0,0,0,0,0
F00058,2020Q4,2020,4,2.43,0.198,87.09,96.41,51.67,62.53,0,0,0,0,0
F00058,2021Q1,2021,1,3.71,0.198,49.6,63.8,33.75,50.48,0,0,0,0,0
F00058,2021Q2,2021,2,3.8,0.198,36.83,65.61,43.66,73.45,0,0,0,0,0
F00058,2021Q3,2021,3,3.96,0.198,59.06,66.12,47.76,56.53,0,0,0,0,0
F00058,2021Q4,2021,4,4.07,0.198,75.47,84.19,40.81,46.34,0,0,0,0,0
F00058,2022Q1,2022,1,4.25,0.198,73.99,85.95,53.97,64.17,0,0,0,0,0
F00058,2022Q2,2022,2,3.9,0.198,84.12,58.76,54.46,30.09,0,0,0,0,0
F00058,2022Q3,2022,3,3.34,0.198,26.35,69.62,44.39,88.94,0,0,0,0,0
F00058,2022Q4,2022,4,3.42,0.198,78.16,79.06,46.78,45.38,0,0,0,0,0
F00058,2023Q1,2023,1,0.29,0.198,39.65,44.45,44.29,48.95,0,0,0,0,0
F00058,2023Q2,2023,2,0.37,0.198,48.12,64.85,49.92,66.2,0,0,0,0,0
F00058,2023Q3,2023,3,-0.51,0.198,35.21,67.82,37.25,69.85,0,0,0,0,0
F00058,2023Q4,2023,4,-0.21,0.198,89.88,101.06,53.75,67.26,0,0,0,0,0
F00058,2024Q1,2024,1,-0.01,0.198,47.15,53.12,40.45,48.02,0,0,0,0,0
F00058,2024Q2,2024,2,-0.02,0.198,40.41,80.57,36.99,77.87,0,0,0,0,0
F00058,2024Q3,2024,3,0.43,0.198,40.67,54.79,44.02,61.91,0,0,0,0,0
F00058,2024Q4,2024,4,-0.31,0.198,55.29,67.0,50.77,65.89,0,0,0,0,0
F00059,2014Q1,2014,1,0.32,0.086,69.79,83.19,45.21,58.8,0,0,0,0,0
F00059,2014Q2,2014,2,0.09,0.086,86.53,94.49,50.61,57.15,0,0,0,0,0
F00059,2014Q3,2014,3,-0.31,0.086,81.49,84.27,55.01,56.07,0,0,0,0,0
F00059,2014Q4,2014,4,-0.18,0.086,23.76,59.95,35.94,72.6,0,0,0,0,0
F00059,2015Q1,2015,1,-0.03,0.086,32.31,63.12,31.54,60.14,0,0,0,0,0
F00059,2015Q2,2015,2,0.17,0.086,57.99,81.21,49.15,71.97,0,0,0,0,0
F00059,2015Q3,2015,3,-0.06,0.086,66.42,82.67,52.29,71.15,0,0,0,0,0
F00059,2015Q4,2015,4,0.17,0.086,57.85,68.24,35.88,49.58,0,0,0,0,0
F00059,2016Q1,2016,1,0.27,0.086,36.1,52.44,49.26,65.38,0,0,0,0,0
F00059,2016Q2,2016,2,-0.14,0.086,89.72,89.01,56.93,56.59,0,0,0,0,0
F00059,2016Q3,2016,3,-0.17,0.086,35.08,72.82,33.87,72.67,0,0,0,0,0
F00059,2016Q4,2016,4,0.11,0.086,83.37,69.69,57.1,44.96,0,0,0,0,0
F00059,2017Q1,2017,1,-0.22,0.086,24.66,62.06,36.66,73.82,0,0,0,0,0
F00059,2017Q2,2017,2,-0.2,0.086,69.43,62.66,58.68,49.58,0,0,0,0,0
F00059,2017Q3,2017,3,-0.09,0.086,41.14,58.71,47.43,64.87,0,0,0,0,0
F00059,2017Q4,2017,4,0.56,0.086,22.62,57.0,37.66,68.44,0,0,0,0,0
F00059,2018Q1,2018,1,0.2,0.086,44.89,79.2,42.93,78.09,0,0,0,0,0
F00059,2018Q2,2018,2,0.43,0.086,87.76,77.92,47.13,38.06,0,0,0,0,0
F00059,2018Q3,2018,3,-0.12,0.086,63.91,67.57,53.51,55.18,0,0,0,0,0
F00059,2018Q4,2018,4,-0.14,0.086,48.08,85.84,38.76,73.86,0,0,0,0,0
F00059,2019Q1,2019,1,0.21,0.086,54.33,69.29,48.56,62.99,0,0,0,0,0
F00059,2019Q2,2019,2,-0.2,0.086,54.06,83.1,29.3,54.96,0,0,0,0,0
F00059,2019Q3,2019,3,-0.22,0.086,24.54,56.1,38.67,69.71,0,0,0,0,0
F00059,2019Q4,2019,4,-0.44,0.086,49.85,78.54,54.12,82.24,0,0,0,0,0
F00059,2020Q1,2020,1,1.65,0.086,-3.5,28.04,48.69,77.76,0,0,0,0,0
F00059,2020Q2,2020,2,2.57,0.086,50.05,65.19,52.37,68.69,0,0,0,0,0
F00059,2020Q3,2020,3,2.65,0.086,41.28,82.9,31.68,72.23,0,0,0,0,0
F00059,2020Q4,2020,4,2.43,0.086,108.21,106.92,60.3,61.64,0,0,0,0,0
F00059,2021Q1,2021,1,3.71,0.086,51.36,66.53,51.41,68.36,0,0,0,0,0
F00059,2021Q2,2021,2,3.8,0.086,56.57,55.5,65.05,66.39,0,0,0,0,0
F00059,2021Q3,2021,3,3.96,0.086,60.63,72.46,48.45,60.51,0,0,0,0,0
F00059,2021Q4,2021,4,4.07,0.086,36.08,74.35,53.79,89.13,0,0,0,0,0
F00059,2022Q1,2022,1,4.25,0.086,41.66,67.12,33.44,58.64,0,0,0,0,0
F00059,2022Q2,2022,2,3.9,0.086,86.31,83.96,43.94,39.59,0,0,0,0,0
F00059,2022Q3,2022,3,3.34,0.086,44.84,81.47,46.36,86.24,0,0,0,0,0
F00059,2022Q4,2022,4,3.42,0.086,61.76,75.1,53.3,69.76,0,0,0,0,0
F00059,2023Q1,2023,1,0.29,0.086,71.64,83.22,44.22,54.19,0,0,0,0,0
F00059,2023Q2,2023,2,0.37,0.086,55.24,70.13,38.76,54.17,0,0,0,0,0
F00059,2023Q3,2023,3,-0.51,0.086,-9.67,46.84,37.79,90.06,0,0,0,0,0
F00059,2023Q4,2023,4,-0.21,0.086,77.76,84.15,46.92,54.91,0,0,0,0,0
F00059,2024Q1,2024,1,-0.01,0.086,35.1,51.48,46.55,62.75,0,0,0,0,0
F00059,2024Q2,2024,2,-0.02,0.086,47.62,68.58,50.07,73.84,0,0,0,0,0
F00059,2024Q3,2024,3,0.43,0.086,37.6,62.93,44.9,71.5,0,0,0,0,0
F00059,2024Q4,2024,4,-0.31,0.086,22.13,47.54,43.92,72.82,0,0,0,0,0
F00060,2014Q1,2014,1,0.32,0.046,51.78,86.14,34.85,69.22,0,0,0,0,0
F00060,2014Q2,2014,2,0.09,0.046,35.19,60.57,43.13,70.38,0,0,0,0,0
F00060,2014Q3,2014,3,-0.31,0.046,69.94,68.8,52.8,50.22,0,0,0,0,0
F00060,2014Q4,2014,4,-0.18,0.046,26.54,48.17,46.16,69.31,0,0,0,0,0
F00060,2015Q1,2015,1,-0.03,0.046,79.68,71.42,51.61,43.67,0,0,0,0,0
F00060,2015Q2,2015,2,0.17,0.046,49.78,59.32,49.85,59.5,0,0,0,0,0
F00060,2015Q3,2015,3,-0.06,0.046,82.3,93.55,55.71,65.31,0,0,0,0,0
F00060,2015Q4,2015,4,0.17,0.046,64.55,83.37,43.78,61.75,0,0,0,0,0
F00060,2016Q1,2016,1,0.27,0.046,27.63,57.66,46.76,78.81,0,0,0,0,0
F00060,2016Q2,2016,2,-0.14,0.046,51.46,62.76,31.76,43.42,0,0,0,0,0
F00060,2016Q3,2016,3,-0.17,0.046,35.84,54.58,45.56,65.95,0,0,0,0,0
F00060,2016Q4,2016,4,0.11,0.046,16.55,38.73,44.3,65.78,0,0,0,0,0
F00060,2017Q1,2017,1,-0.22,0.046,52.17,71.6,38.83,60.07,0,0,0,0,0
F00060,2017Q2,2017,2,-0.2,0.046,29.83,55.87,47.88,73.08,0,0,0,0,0
F00060,2017Q3,2017,3,-0.09,0.046,35.05,68.13,37.78,69.3,0,0,0,0,0
F00060,2017Q4,2017,4,0.56,0.046,38.1,54.51,51.05,68.64,0,0,0,0,0
F00060,2018Q1,2018,1,0.2,0.046,18.13,44.62,31.39,56.71,0,0,0,0,0
F00060,2018Q2,2018,2,0.43,0.046,48.31,68.4,44.36,60.9,0,0,0,0,0
F00060,2018Q3,2018,3,-0.12,0.046,57.24,89.76,51.71,82.44,0,0,0,0,0
F00060,2018Q4,2018,4,-0.14,0.046,36.59,49.32,41.19,53.7,0,0,0,0,0
F00060,2019Q1,2019,1,0.21,0.046,80.24,73.17,49.6,41.64,0,0,0,0,0
F00060,2019Q2,2019,2,-0.2,0.046,57.68,73.49,59.26,74.12,0,0,0,0,0
F00060,2019Q3,2019,3,-0.22,0.046,64.71,75.23,57.7,68.02,0,0,0,0,0
F00060,2019Q4,2019,4,-0.44,0.046,79.27,105.34,47.38,74.67,0,0,0,0,0
F00060,2020Q1,2020,1,1.65,0.046,51.46,64.24,46.76,60.92,0,0,0,0,0
F00060,2020Q2,2020,2,2.57,0.046,56.24,76.21,41.09,62.08,0,0,0,0,0
F00060,2020Q3,2020,3,2.65,0.046,41.28,79.42,35.71,76.27,0,0,0,0,0
F00060,2020Q4,2020,4,2.43,0.046,45.08,73.58,50.29,80.23,0,0,0,0,0
F00060,2021Q1,2021,1,3.71,0.046,33.4,77.89,39.7,84.53,0,0,0,0,0
F00060,2021Q2,2021,2,3.8,0.046,51.66,70.03,45.23,60.07,0,0,0,0,0
F00060,2021Q3,2021,3,3.96,0.046,86.41,84.15,58.42,57.79,0,0,0,0,0
F00060,2021Q4,2021,4,4.07,0.046,62.99,74.07,48.12,60.53,0,0,0,0,0
F00060,2022Q1,2022,1,4.25,0.046,84.22,75.69,60.04,51.8,0,0,0,0,0
F00060,2022Q2,2022,2,3.9,0.046,119.37,109.67,59.65,49.09,0,0,0,0,0
F00060,2022Q3,2022,3,3.34,0.046,71.73,91.5,42.26,62.4,0,0,0,0,0
F00060,2022Q4,2022,4,3.42,0.046,59.1,61.15,47.89,51.74,0,0,0,0,0
F00060,2023Q1,2023,1,0.29,0.046,50.63,78.83,48.82,76.7,0,0,0,0,0
F00060,2023Q2,2023,2,0.37,0.046,75.29,72.28,52.94,48.82,0,0,0,0,0
F00060,2023Q3,2023,3,-0.51,0.046,43.69,56.47,57.66,70.31,0,0,0,0,0
F00060,2023Q4,2023,4,-0.21,0.046,87.75,84.58,58.99,55.92,0,0,0,0,0
F00060,2024Q1,2024,1,-0.01,0.046,91.19,83.1,53.59,46.04,0,0,0,0,0
F00060,2024Q2,2024,2,-0.02,0.046,35.15,60.03,42.63,66.0,0,0,0,0,0
F00060,2024Q3,2024,3,0.43,0.046,48.31,65.64,52.07,70.83,0,0,0,0,0
F00060,2024Q4,2024,4,-0.31,0.046,14.43,55.95,41.74,83.36,0,0,0,0,0
F00061,2014Q1,2014,1,0.32,0.117,19.68,43.9,38.61,61.81,0,0,0,0,0
F00061,2014Q2,2014,2,0.09,0.117,54.96,59.37,42.61,50.98,0,0,0,0,0
F00061,2014Q3,2014,3,-0.31,0.117,13.37,33.46,48.29,67.77,0,0,0,0,0
F00061,2014Q4,2014,4,-0.18,0.117,43.5,56.17,45.21,57.87,0,0,0,0,0
F00061,2015Q1,2015,1,-0.03,0.117,10.98,60.96,25.24,77.26,0,0,0,0,0
F00061,2015Q2,2015,2,0.17,0.117,38.98,74.14,52.03,83.87,0,0,0,0,0
F00061,2015Q3,2015,3,-0.06,0.117,47.19,72.0,37.27,61.47,0,0,0,0,0
F00061,2015Q4,2015,4,0.17,0.117,33.83,85.66,40.18,90.93,0,0,0,0,0
F00061,2016Q1,2016,1,0.27,0.117,35.81,54.15,39.43,57.13,0,0,0,0,0
F00061,2016Q2,2016,2,-0.14,0.117,36.73,63.29,39.65,63.82,0,0,0,0,0
F00061,2016Q3,2016,3,-0.17,0.117,24.91,54.41,38.96,63.89,0,0,0,0,0
F00061,2016Q4,2016,4,0.11,0.117,79.08,78.33,56.54,56.44,0,0,0,0,0
F00061,2017Q1,2017,1,-0.22,0.117,34.17,63.53,30.13,61.56,0,0,0,0,0
